CDSCode,Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter School Number,Charter Funding Type,IRC,Low Grade,High Grade,Enrollment (K-12),Free Meal Count (K-12),Percent (%) Eligible Free (K-12),FRPM Count (K-12),Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Free Meal Count (Ages 5-17),Percent (%) Eligible Free (Ages 5-17),FRPM Count (Ages 5-17),Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
19647330106435,2014-2015,19,64733,0106435,Los Angeles,Los Angeles Unified,Camino Nuevo Charter High,Unified School District,High Schools (Public),Traditional,,1,0635,Directly funded,1,9,12,258.0,211.0,0.817829457364341,230.0,0.891472868217054,253.0,207.0,0.818181818181818,226.0,0.893280632411067,1
19647330106831,2014-2015,19,64733,0106831,Los Angeles,Los Angeles Unified,Animo Venice Charter High,Unified School District,High Schools (Public),Traditional,,1,0648,Directly funded,1,9,12,595.0,392.0,0.658823529411765,505.0,0.848739495798319,577.0,383.0,0.663778162911612,493.0,0.854419410745234,1
19647330106849,2014-2015,19,64733,0106849,Los Angeles,Los Angeles Unified,Animo Pat Brown,Unified School District,High Schools (Public),Traditional,,1,0649,Directly funded,1,9,12,612.0,558.0,0.911764705882353,598.0,0.977124183006536,602.0,548.0,0.910299003322259,588.0,0.976744186046512,1
19647330106864,2014-2015,19,64733,0106864,Los Angeles,Los Angeles Unified,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,Unified School District,High Schools (Public),Traditional,,1,0645,Directly funded,1,6,12,983.0,875.0,0.890132248219735,954.0,0.970498474059003,976.0,868.0,0.889344262295082,947.0,0.970286885245902,1
19647330106872,2014-2015,19,64733,0106872,Los Angeles,Los Angeles Unified,Bert Corona Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0654,Directly funded,1,5,8,364.0,261.0,0.717032967032967,317.0,0.870879120879121,363.0,260.0,0.716253443526171,316.0,0.870523415977961,1
19647330107755,2014-2015,19,64733,0107755,Los Angeles,Los Angeles Unified,Port of Los Angeles High,Unified School District,High Schools (Public),Traditional,,1,0542,Directly funded,1,9,12,957.0,400.0,0.417972831765935,516.0,0.539184952978056,933.0,393.0,0.421221864951768,507.0,0.543408360128617,1
19647330108878,2014-2015,19,64733,0108878,Los Angeles,Los Angeles Unified,CHAMPS - Charter HS of Arts-Multimedia & Performing,Unified School District,High Schools (Public),Traditional,,1,0712,Directly funded,1,9,12,876.0,242.0,0.276255707762557,399.0,0.455479452054795,853.0,240.0,0.281359906213365,396.0,0.464243845252052,1
19647330108886,2014-2015,19,64733,0108886,Los Angeles,Los Angeles Unified,Gabriella Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0713,Directly funded,1,K,8,435.0,313.0,0.719540229885058,381.0,0.875862068965517,433.0,312.0,0.720554272517321,380.0,0.877598152424942,1
19647330108894,2014-2015,19,64733,0108894,Los Angeles,Los Angeles Unified,Alliance Judy Ivie Burton Technology Academy High,Unified School District,High Schools (Public),Traditional,,1,0714,Directly funded,1,9,12,605.0,518.0,0.856198347107438,585.0,0.966942148760331,590.0,504.0,0.854237288135593,571.0,0.967796610169491,1
19647330108910,2014-2015,19,64733,0108910,Los Angeles,Los Angeles Unified,Celerity Nascent Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0716,Directly funded,1,K,8,562.0,448.0,0.797153024911032,492.0,0.875444839857651,545.0,433.0,0.794495412844037,475.0,0.871559633027523,1
19647330108928,2014-2015,19,64733,0108928,Los Angeles,Los Angeles Unified,Larchmont Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0717,Directly funded,1,K,12,1362.0,327.0,0.240088105726872,542.0,0.397944199706314,1355.0,325.0,0.239852398523985,538.0,0.397047970479705,1
19647330108936,2014-2015,19,64733,0108936,Los Angeles,Los Angeles Unified,Alliance Collins Family College-Ready High,Unified School District,High Schools (Public),Traditional,,1,0718,Directly funded,1,9,12,614.0,472.0,0.768729641693811,569.0,0.92671009771987,606.0,467.0,0.770627062706271,561.0,0.925742574257426,1
19647330109553,2014-2015,19,64733,0109553,Los Angeles,Los Angeles Unified,PUC CA Academy for Liberal Studies Early College High,Unified School District,High Schools (Public),Traditional,,1,0710,Directly funded,1,9,12,255.0,172.0,0.674509803921569,217.0,0.850980392156863,247.0,168.0,0.680161943319838,209.0,0.846153846153846,1
19647330109884,2014-2015,19,64733,0109884,Los Angeles,Los Angeles Unified,James Jordan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0734,Directly funded,1,6,8,363.0,308.0,0.848484848484849,335.0,0.922865013774105,363.0,308.0,0.848484848484849,335.0,0.922865013774105,1
19647330109934,2014-2015,19,64733,0109934,Los Angeles,Los Angeles Unified,Our Community Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0739,Directly funded,1,K,8,437.0,106.0,0.242562929061785,142.0,0.324942791762014,436.0,106.0,0.243119266055046,142.0,0.325688073394495,1
19647330110304,2014-2015,19,64733,0110304,Los Angeles,Los Angeles Unified,Los Angeles Academy of Arts & Enterprise Charter,Unified School District,High Schools (Public),Traditional,,1,0675,Directly funded,1,6,12,345.0,318.0,0.921739130434783,336.0,0.973913043478261,333.0,307.0,0.921921921921922,324.0,0.972972972972973,1
19647330111211,2014-2015,19,64733,0111211,Los Angeles,Los Angeles Unified,New Heights Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0761,Directly funded,1,K,8,435.0,406.0,0.933333333333333,425.0,0.977011494252874,424.0,395.0,0.931603773584906,414.0,0.976415094339623,1
19647330111484,2014-2015,19,64733,0111484,Los Angeles,Los Angeles Unified,New Village Girls Academy,Unified School District,High Schools (Public),Traditional,,1,0791,Directly funded,1,9,12,128.0,113.0,0.8828125,121.0,0.9453125,107.0,95.0,0.88785046728972,102.0,0.953271028037383,1
19647330111492,2014-2015,19,64733,0111492,Los Angeles,Los Angeles Unified,Alliance Patti And Peter Neuwirth Leadership Academy,Unified School District,High Schools (Public),Traditional,,1,0789,Directly funded,1,9,12,655.0,592.0,0.90381679389313,638.0,0.974045801526718,633.0,571.0,0.902053712480253,617.0,0.974723538704581,1
19647330111500,2014-2015,19,64733,0111500,Los Angeles,Los Angeles Unified,Alliance Dr. Olga Mohan High,Unified School District,High Schools (Public),Traditional,,1,0790,Directly funded,1,9,12,458.0,394.0,0.860262008733624,444.0,0.96943231441048,450.0,387.0,0.86,436.0,0.968888888888889,1
19647330111518,2014-2015,19,64733,0111518,Los Angeles,Los Angeles Unified,Alliance Jack H. Skirball Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0779,Directly funded,1,6,8,450.0,400.0,0.888888888888889,435.0,0.966666666666667,450.0,400.0,0.888888888888889,435.0,0.966666666666667,1
19647330111575,2014-2015,19,64733,0111575,Los Angeles,Los Angeles Unified,Animo Ralph Bunche High,Unified School District,High Schools (Public),Traditional,,1,0781,Directly funded,1,9,12,610.0,568.0,0.931147540983607,600.0,0.983606557377049,589.0,549.0,0.932088285229202,580.0,0.98471986417657,1
19647330111583,2014-2015,19,64733,0111583,Los Angeles,Los Angeles Unified,Animo Jackie Robinson High,Unified School District,High Schools (Public),Traditional,,1,0793,Directly funded,1,9,12,604.0,543.0,0.899006622516556,589.0,0.975165562913907,589.0,531.0,0.901528013582343,574.0,0.974533106960951,1
19647330111625,2014-2015,19,64733,0111625,Los Angeles,Los Angeles Unified,Animo Watts College Preparatory Academy,Unified School District,K-12 Schools (Public),Traditional,,1,0783,Directly funded,1,9,12,538.0,478.0,0.888475836431227,518.0,0.962825278810409,518.0,458.0,0.884169884169884,498.0,0.961389961389961,1
19647330111641,2014-2015,19,64733,0111641,Los Angeles,Los Angeles Unified,Alliance Ouchi-O'Donovan 6-12 Complex,Unified School District,High Schools (Public),Traditional,,1,0784,Directly funded,1,6,12,1025.0,893.0,0.871219512195122,991.0,0.966829268292683,1007.0,884.0,0.87785501489573,978.0,0.971201588877855,1
19647330111658,2014-2015,19,64733,0111658,Los Angeles,Los Angeles Unified,Alliance Marc & Eva Stern Math and Science,Unified School District,High Schools (Public),Traditional,,1,0788,Directly funded,1,9,12,613.0,447.0,0.729200652528548,548.0,0.893964110929853,603.0,438.0,0.72636815920398,538.0,0.892205638474295,1
19647330112060,2014-2015,19,64733,0112060,Los Angeles,Los Angeles Unified,Hesby Oaks Leadership Charter,Unified School District,Elementary Schools (Public),Traditional,,1,1468,Locally funded,0,K,8,551.0,56.0,0.101633393829401,77.0,0.139745916515427,548.0,56.0,0.102189781021898,77.0,0.140510948905109,1
19647330112193,2014-2015,19,64733,0112193,Los Angeles,Los Angeles Unified,PUC Triumph Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0797,Directly funded,1,6,8,321.0,206.0,0.641744548286604,245.0,0.763239875389408,321.0,206.0,0.641744548286604,245.0,0.763239875389408,1
19647330112201,2014-2015,19,64733,0112201,Los Angeles,Los Angeles Unified,PUC Excel Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0798,Directly funded,1,6,8,316.0,268.0,0.848101265822785,312.0,0.987341772151899,316.0,268.0,0.848101265822785,312.0,0.987341772151899,1
19647330112235,2014-2015,19,64733,0112235,Los Angeles,Los Angeles Unified,Los Feliz Charter School for the Arts,Unified School District,Elementary Schools (Public),Traditional,,1,0827,Directly funded,1,K,6,499.0,110.0,0.220440881763527,180.0,0.360721442885772,489.0,110.0,0.224948875255624,179.0,0.366053169734151,1
19647330112334,2014-2015,19,64733,0112334,Los Angeles,Los Angeles Unified,Garr Academy of Math and Entrepreneurial Studies,Unified School District,Elementary Schools (Public),Traditional,,1,0829,Directly funded,1,K,5,164.0,139.0,0.847560975609756,157.0,0.957317073170732,163.0,138.0,0.846625766871166,156.0,0.957055214723926,1
19647330112433,2014-2015,19,64733,0112433,Los Angeles,Los Angeles Unified,Frederick Douglass Academy Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0814,Directly funded,1,6,8,261.0,190.0,0.727969348659004,209.0,0.800766283524904,261.0,190.0,0.727969348659004,209.0,0.800766283524904,1
19647330112508,2014-2015,19,64733,0112508,Los Angeles,Los Angeles Unified,Bright Star Secondary Charter Academy,Unified School District,High Schools (Public),Traditional,,1,0826,Directly funded,1,9,11,559.0,416.0,0.744186046511628,516.0,0.923076923076923,522.0,392.0,0.75095785440613,484.0,0.9272030651341,1
19647330112557,2014-2015,19,64733,0112557,Los Angeles,Los Angeles Unified,Frederick Douglass Academy High,Unified School District,High Schools (Public),Traditional,,1,0833,Directly funded,1,9,12,272.0,166.0,0.610294117647059,175.0,0.643382352941177,269.0,163.0,0.605947955390335,172.0,0.639405204460966,1
19647330114884,2014-2015,19,64733,0114884,Los Angeles,Los Angeles Unified,Aspire Junior Collegiate Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1551,Directly funded,1,K,5,296.0,257.0,0.868243243243243,279.0,0.942567567567568,293.0,254.0,0.866894197952218,276.0,0.9419795221843,1
19647330114959,2014-2015,19,64733,0114959,Los Angeles,Los Angeles Unified,Monsenor Oscar Romero Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0931,Directly funded,1,6,8,304.0,275.0,0.904605263157895,296.0,0.973684210526316,304.0,275.0,0.904605263157895,296.0,0.973684210526316,1
19647330114967,2014-2015,19,64733,0114967,Los Angeles,Los Angeles Unified,Global Education Academy,Unified School District,Elementary Schools (Public),Traditional,Provision 2,1,0934,Directly funded,1,K,5,238.0,204.0,0.857142857142857,235.0,0.987394957983193,232.0,198.0,0.853448275862069,229.0,0.987068965517241,1
19647330115030,2014-2015,19,64733,0115030,Los Angeles,Los Angeles Unified,Magnolia Science Academy 3,Unified School District,High Schools (Public),Traditional,,1,0917,Directly funded,1,6,12,452.0,330.0,0.730088495575221,382.0,0.845132743362832,449.0,327.0,0.728285077951002,379.0,0.844097995545657,1
19647330115048,2014-2015,19,64733,0115048,Los Angeles,Los Angeles Unified,Fenton Primary Center,Unified School District,Elementary Schools (Public),Traditional,Provision 2,1,0911,Directly funded,1,K,2,794.0,525.0,0.661209068010076,679.0,0.855163727959698,770.0,508.0,0.65974025974026,660.0,0.857142857142857,1
19647330115113,2014-2015,19,64733,0115113,Los Angeles,Los Angeles Unified,"Ivy Bound Academy of Math, Science, and Technology Charter Middle",Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0936,Directly funded,1,5,8,238.0,47.0,0.197478991596639,69.0,0.289915966386555,238.0,47.0,0.197478991596639,69.0,0.289915966386555,1
19647330115139,2014-2015,19,64733,0115139,Los Angeles,Los Angeles Unified,Center for Advanced Learning,Unified School District,Elementary Schools (Public),Traditional,,1,0937,Directly funded,1,K,5,360.0,291.0,0.808333333333333,319.0,0.886111111111111,355.0,287.0,0.808450704225352,315.0,0.887323943661972,1
19647330115212,2014-2015,19,64733,0115212,Los Angeles,Los Angeles Unified,Magnolia Science Academy 2,Unified School District,High Schools (Public),Traditional,,1,0906,Directly funded,1,6,12,459.0,315.0,0.686274509803922,355.0,0.773420479302832,453.0,311.0,0.686534216335541,350.0,0.772626931567329,1
19647330115253,2014-2015,19,64733,0115253,Los Angeles,Los Angeles Unified,Discovery Charter Preparatory No. 2,Unified School District,High Schools (Public),Traditional,Provision 2,1,0949,Directly funded,1,9,12,312.0,236.0,0.756410256410256,291.0,0.932692307692308,291.0,224.0,0.769759450171821,274.0,0.941580756013746,1
19647330115287,2014-2015,19,64733,0115287,Los Angeles,Los Angeles Unified,ICEF Vista Middle Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0953,Directly funded,1,6,8,213.0,190.0,0.892018779342723,205.0,0.962441314553991,213.0,190.0,0.892018779342723,205.0,0.962441314553991,1
19647330115766,2014-2015,19,64733,0115766,Los Angeles,Los Angeles Unified,Celerity Dyad Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0958,Directly funded,1,K,8,654.0,600.0,0.917431192660551,620.0,0.948012232415902,642.0,589.0,0.917445482866044,609.0,0.948598130841122,1
19647330115782,2014-2015,19,64733,0115782,Los Angeles,Los Angeles Unified,Celerity Troika Charter,Unified School District,Elementary Schools (Public),Traditional,,1,0961,Directly funded,1,K,8,690.0,413.0,0.598550724637681,478.0,0.692753623188406,674.0,404.0,0.599406528189911,467.0,0.692878338278932,1
19647330117598,2014-2015,19,64733,0117598,Los Angeles,Los Angeles Unified,Alliance Health Services Academy High,Unified School District,High Schools (Public),Traditional,,1,0927,Directly funded,1,9,12,477.0,364.0,0.763102725366876,430.0,0.90146750524109,469.0,356.0,0.759061833688699,422.0,0.899786780383795,1
19647330117606,2014-2015,19,64733,0117606,Los Angeles,Los Angeles Unified,Alliance Environmental Science and Technology High,Unified School District,High Schools (Public),Traditional,,1,0929,Directly funded,1,9,12,541.0,415.0,0.767097966728281,476.0,0.879852125693161,524.0,401.0,0.765267175572519,461.0,0.879770992366412,1
19647330117614,2014-2015,19,64733,0117614,Los Angeles,Los Angeles Unified,New Los Angeles Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,0998,Directly funded,1,6,8,305.0,192.0,0.629508196721312,237.0,0.777049180327869,305.0,192.0,0.629508196721312,237.0,0.777049180327869,1
19647330117622,2014-2015,19,64733,0117622,Los Angeles,Los Angeles Unified,Magnolia Science Academy 4,Unified School District,High Schools (Public),Traditional,,1,0986,Directly funded,1,6,12,234.0,140.0,0.598290598290598,163.0,0.696581196581197,232.0,140.0,0.603448275862069,163.0,0.702586206896552,1
19647330117648,2014-2015,19,64733,0117648,Los Angeles,Los Angeles Unified,Magnolia Science Academy 6,Unified School District,High Schools (Public),Traditional,,1,0988,Directly funded,1,6,8,160.0,121.0,0.75625,127.0,0.79375,160.0,121.0,0.75625,127.0,0.79375,1
19647330117655,2014-2015,19,64733,0117655,Los Angeles,Los Angeles Unified,Magnolia Science Academy 7,Unified School District,Elementary Schools (Public),Traditional,,1,0989,Directly funded,1,K,5,295.0,194.0,0.657627118644068,225.0,0.76271186440678,291.0,191.0,0.656357388316151,222.0,0.762886597938144,1
19647330117846,2014-2015,19,64733,0117846,Los Angeles,Los Angeles Unified,Para Los Ninos Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1007,Directly funded,1,6,8,294.0,251.0,0.853741496598639,281.0,0.95578231292517,294.0,251.0,0.853741496598639,281.0,0.95578231292517,1
19647330117895,2014-2015,19,64733,0117895,Los Angeles,Los Angeles Unified,Synergy Kinetic Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1014,Directly funded,1,6,8,470.0,382.0,0.812765957446808,446.0,0.948936170212766,470.0,382.0,0.812765957446808,446.0,0.948936170212766,1
19647330117903,2014-2015,19,64733,0117903,Los Angeles,Los Angeles Unified,KIPP Raices Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1010,Directly funded,1,K,4,536.0,393.0,0.733208955223881,488.0,0.91044776119403,536.0,393.0,0.733208955223881,488.0,0.91044776119403,1
19647330117911,2014-2015,19,64733,0117911,Los Angeles,Los Angeles Unified,New Millennium Secondary,Unified School District,High Schools (Public),Traditional,,1,1020,Directly funded,1,9,12,196.0,119.0,0.607142857142857,142.0,0.724489795918367,189.0,117.0,0.619047619047619,139.0,0.735449735449735,1
19647330117937,2014-2015,19,64733,0117937,Los Angeles,Los Angeles Unified,ICEF Vista Elementary Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1039,Directly funded,1,K,5,320.0,286.0,0.89375,312.0,0.975,314.0,281.0,0.894904458598726,307.0,0.977707006369427,1
19647330117952,2014-2015,19,64733,0117952,Los Angeles,Los Angeles Unified,Frederick Douglass Academy Elementary,Unified School District,Elementary Schools (Public),Traditional,,1,1037,Directly funded,1,K,5,256.0,213.0,0.83203125,232.0,0.90625,250.0,209.0,0.836,227.0,0.908,1
19647330117960,2014-2015,19,64733,0117960,Los Angeles,Los Angeles Unified,Aspire Huntington Park Charter,Unified School District,Elementary Schools (Public),Traditional,,1,1035,Directly funded,1,K,6,236.0,197.0,0.834745762711864,223.0,0.944915254237288,233.0,195.0,0.836909871244635,221.0,0.948497854077253,1
19647330117978,2014-2015,19,64733,0117978,Los Angeles,Los Angeles Unified,Goethe International Charter,Unified School District,Elementary Schools (Public),Traditional,,1,1036,Directly funded,1,K,8,440.0,121.0,0.275,143.0,0.325,432.0,119.0,0.275462962962963,140.0,0.324074074074074,1
19647330118588,2014-2015,19,64733,0118588,Los Angeles,Los Angeles Unified,Alain Leroy Locke College Prep Academy,Unified School District,High Schools (Public),Traditional,,1,1050,Directly funded,1,9,12,1838.0,1635.0,0.88955386289445,1733.0,0.942872687704026,1684.0,1513.0,0.898456057007126,1599.0,0.949524940617577,1
19647330119974,2014-2015,19,64733,0119974,Los Angeles,Los Angeles Unified,PUC Santa Rosa Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1091,Directly funded,1,6,8,200.0,140.0,0.7,178.0,0.89,200.0,140.0,0.7,178.0,0.89,1
19647330119982,2014-2015,19,64733,0119982,Los Angeles,Los Angeles Unified,Equitas Academy Charter,Unified School District,Elementary Schools (Public),Traditional,,1,1093,Directly funded,1,K,5,449.0,387.0,0.861915367483296,430.0,0.957683741648107,443.0,381.0,0.860045146726862,424.0,0.957110609480813,1
19647330120014,2014-2015,19,64733,0120014,Los Angeles,Los Angeles Unified,Endeavor College Preparatory Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1094,Directly funded,1,K,8,597.0,498.0,0.834170854271357,566.0,0.948073701842546,586.0,488.0,0.832764505119454,555.0,0.947098976109215,1
19647330120022,2014-2015,19,64733,0120022,Los Angeles,Los Angeles Unified,Valor Academy Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1095,Directly funded,1,5,8,482.0,355.0,0.736514522821577,414.0,0.858921161825726,482.0,355.0,0.736514522821577,414.0,0.858921161825726,1
19647330120030,2014-2015,19,64733,0120030,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 4,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1096,Directly funded,1,6,8,467.0,429.0,0.918629550321199,460.0,0.985010706638116,467.0,429.0,0.918629550321199,460.0,0.985010706638116,1
19647330120048,2014-2015,19,64733,0120048,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 5,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1097,Directly funded,1,6,8,384.0,324.0,0.84375,366.0,0.953125,384.0,324.0,0.84375,366.0,0.953125,1
19647330120055,2014-2015,19,64733,0120055,Los Angeles,Los Angeles Unified,PUC Nueva Esperanza Charter Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1092,Directly funded,1,6,8,349.0,228.0,0.653295128939828,274.0,0.785100286532951,349.0,228.0,0.653295128939828,274.0,0.785100286532951,1
19647330120071,2014-2015,19,64733,0120071,Los Angeles,Los Angeles Unified,New Designs Charter School-Watts,Unified School District,High Schools (Public),Traditional,,1,1120,Directly funded,1,6,12,365.0,339.0,0.928767123287671,343.0,0.93972602739726,364.0,338.0,0.928571428571429,342.0,0.93956043956044,1
19647330120097,2014-2015,19,64733,0120097,Los Angeles,Los Angeles Unified,Academia Moderna,Unified School District,Elementary Schools (Public),Traditional,,1,1101,Directly funded,1,K,5,471.0,407.0,0.86411889596603,458.0,0.9723991507431,463.0,400.0,0.863930885529158,450.0,0.971922246220302,1
19647330120477,2014-2015,19,64733,0120477,Los Angeles,Los Angeles Unified,Aspire Titan Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1550,Directly funded,1,K,5,328.0,290.0,0.884146341463415,320.0,0.975609756097561,323.0,285.0,0.882352941176471,315.0,0.975232198142415,1
19647330120527,2014-2015,19,64733,0120527,Los Angeles,Los Angeles Unified,Watts Learning Center Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1141,Directly funded,1,6,8,346.0,325.0,0.939306358381503,335.0,0.968208092485549,346.0,325.0,0.939306358381503,335.0,0.968208092485549,1
19647330121012,2014-2015,19,64733,0121012,Los Angeles,Los Angeles Unified,Westside Innovative School House,Unified School District,Elementary Schools (Public),Traditional,,1,1149,Directly funded,1,K,6,465.0,69.0,0.148387096774194,100.0,0.21505376344086,451.0,69.0,0.152993348115299,99.0,0.219512195121951,1
19647330121079,2014-2015,19,64733,0121079,Los Angeles,Los Angeles Unified,Ararat Charter,Unified School District,Elementary Schools (Public),Traditional,,1,1156,Directly funded,1,K,5,378.0,209.0,0.552910052910053,261.0,0.69047619047619,372.0,204.0,0.548387096774194,256.0,0.688172043010753,1
19647330121277,2014-2015,19,64733,0121277,Los Angeles,Los Angeles Unified,Alliance College-Ready Middle Academy 7,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1160,Directly funded,1,6,8,454.0,394.0,0.86784140969163,437.0,0.962555066079295,454.0,394.0,0.86784140969163,437.0,0.962555066079295,1
19647330121285,2014-2015,19,64733,0121285,Los Angeles,Los Angeles Unified,Alliance Cindy and Bill Simon Technology Academy High,Unified School District,High Schools (Public),Traditional,,1,1161,Directly funded,1,9,12,519.0,487.0,0.938342967244701,512.0,0.986512524084778,506.0,475.0,0.938735177865613,499.0,0.986166007905138,1
19647330121293,2014-2015,19,64733,0121293,Los Angeles,Los Angeles Unified,Alliance Tennenbaum Family Technology High,Unified School District,High Schools (Public),Traditional,,1,1162,Directly funded,1,9,12,386.0,261.0,0.676165803108808,305.0,0.790155440414508,364.0,248.0,0.681318681318681,292.0,0.802197802197802,1
19647330121699,2014-2015,19,64733,0121699,Los Angeles,Los Angeles Unified,KIPP Empower Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1195,Directly funded,1,K,4,567.0,411.0,0.724867724867725,507.0,0.894179894179894,550.0,399.0,0.725454545454545,492.0,0.894545454545455,1
19647330121707,2014-2015,19,64733,0121707,Los Angeles,Los Angeles Unified,KIPP Comienza Community Prep,Unified School District,Elementary Schools (Public),Traditional,,1,1196,Directly funded,1,K,4,525.0,366.0,0.697142857142857,471.0,0.897142857142857,525.0,366.0,0.697142857142857,471.0,0.897142857142857,1
19647330121848,2014-2015,19,64733,0121848,Los Angeles,Los Angeles Unified,Crown Preparatory Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1187,Directly funded,1,5,8,427.0,355.0,0.831381733021077,412.0,0.964871194379391,427.0,355.0,0.831381733021077,412.0,0.964871194379391,1
19647330122242,2014-2015,19,64733,0122242,Los Angeles,Los Angeles Unified,TEACH Academy of Technologies,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1206,Directly funded,1,5,8,241.0,197.0,0.817427385892116,228.0,0.946058091286307,241.0,197.0,0.817427385892116,228.0,0.946058091286307,1
19647330122481,2014-2015,19,64733,0122481,Los Angeles,Los Angeles Unified,Animo Jefferson Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1216,Directly funded,1,6,8,546.0,504.0,0.923076923076923,541.0,0.990842490842491,546.0,504.0,0.923076923076923,541.0,0.990842490842491,1
19647330122499,2014-2015,19,64733,0122499,Los Angeles,Los Angeles Unified,Animo Westside Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,1,1217,Directly funded,1,6,8,403.0,235.0,0.583126550868486,300.0,0.744416873449132,403.0,235.0,0.583126550868486,300.0,0.744416873449132,1
19647330122556,2014-2015,19,64733,0122556,Los Angeles,Los Angeles Unified,Citizens of the World Charter Hollywood,Unified School District,Elementary Schools (Public),Traditional,,1,1200,Directly funded,1,K,8,402.0,110.0,0.27363184079602,158.0,0.393034825870647,395.0,107.0,0.270886075949367,154.0,0.389873417721519,1
19647330122606,2014-2015,19,64733,0122606,Los Angeles,Los Angeles Unified,PUC Lakeview Charter High,Unified School District,High Schools (Public),Traditional,,1,1241,Directly funded,1,9,12,388.0,254.0,0.654639175257732,311.0,0.801546391752577,377.0,247.0,0.655172413793103,304.0,0.806366047745358,1
19647330122614,2014-2015,19,64733,0122614,Los Angeles,Los Angeles Unified,Aspire Gateway Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1213,Directly funded,1,K,5,400.0,316.0,0.79,364.0,0.91,391.0,309.0,0.790281329923274,355.0,0.907928388746803,1
19647330122622,2014-2015,19,64733,0122622,Los Angeles,Los Angeles Unified,Aspire Firestone Academy,Unified School District,Elementary Schools (Public),Traditional,,1,1214,Directly funded,1,K,5,417.0,327.0,0.784172661870504,380.0,0.911270983213429,412.0,322.0,0.781553398058252,375.0,0.910194174757282,1
19647330122630,2014-2015,19,64733,0122630,Los Angeles,Los Angeles Unified,Para Los Ninos - Evelyn Thurman Gratts Primary,Unified School District,Elementary Schools (Public),Traditional,,1,1215,Directly funded,1,K,2,331.0,312.0,0.942598187311178,325.0,0.981873111782477,315.0,296.0,0.93968253968254,309.0,0.980952380952381,1
19647330122655,2014-2015,19,64733,0122655,Los Angeles,Los Angeles Unified,Celerity Octavia Charter,Unified School District,Elementary Schools (Public),Traditional,,1,1232,Directly funded,1,K,8,453.0,369.0,0.814569536423841,407.0,0.898454746136865,437.0,357.0,0.816933638443936,394.0,0.901601830663616,1
19647330122721,2014-2015,19,64733,0122721,Los Angeles,Los Angeles Unified,Aspire Pacific Academy,Unified School District,K-12 Schools (Public),Traditional,,1,1230,Directly funded,1,6,12,457.0,402.0,0.87964989059081,438.0,0.958424507658643,441.0,387.0,0.877551020408163,423.0,0.959183673469388,1
19647330122739,2014-2015,19,64733,0122739,Los Angeles,Los Angeles Unified,Vista Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,1,1234,Directly funded,1,6,8,408.0,356.0,0.872549019607843,384.0,0.941176470588235,408.0,356.0,0.872549019607843,384.0,0.941176470588235,1
